Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2019 12 18 23	0.33	3.3	12.1	341	-9999.9	-9999.9	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 00	0.37	2.4	12.1	300	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 01	0.35	2.3	12.1	294	-9999.9	-9999.9	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 02	0.37	2.1	12.1	242	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 03	0.52	1.9	12.1	189	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 04	0.37	2.0	12.1	219	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 05	0.26	5.6	12.1	354	-9999.9	-9999.9	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 06	0.28	7.0	12.1	355	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 07	0.32	5.7	13.3	357	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 08	0.34	6.7	13.3	355	-9999.9	-9999.9	0.3	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 09	0.36	7.6	13.3	353	-9999.9	-9999.9	0.32	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 10	0.37	8.0	13.3	353	-9999.9	-9999.9	0.34	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 11	0.39	7.9	14.7	352	-9999.9	-9999.9	0.36	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 12	0.42	6.6	14.7	351	-9999.9	-9999.9	0.38	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 13	0.43	7.4	14.7	352	-9999.9	-9999.9	0.39	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 14	0.44	7.3	14.7	350	-9999.9	-9999.9	0.4	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 15	0.44	8.2	14.7	349	-9999.9	-9999.9	0.41	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 16	0.46	7.1	14.7	347	-9999.9	-9999.9	0.42	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 17	0.48	7.2	14.7	346	-9999.9	-9999.9	0.44	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 18	0.5	9.7	14.7	348	-9999.9	-9999.9	0.47	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 19	0.53	8.8	14.7	348	-9999.9	-9999.9	0.49	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 20	0.54	8.6	14.7	348	-9999.9	-9999.9	0.5	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 21	0.54	8.7	14.7	349	-9999.9	-9999.9	0.5	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 22	0.57	6.6	14.7	346	-9999.9	-9999.9	0.51	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 19 23	0.56	8.0	14.7	348	-9999.9	-9999.9	0.51	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 00	0.57	7.7	14.7	350	-9999.9	-9999.9	0.52	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 01	0.68	4.8	14.7	348	-9999.9	-9999.9	0.53	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 02	0.94	3.3	16.1	338	-9999.9	-9999.9	0.55	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 03	1.15	3.6	16.1	337	-9999.9	-9999.9	0.56	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 04	1.17	4.3	17.7	341	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 05	1.05	5.9	17.7	345	-9999.9	-9999.9	0.6	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 06	0.97	7.2	17.7	348	-9999.9	-9999.9	0.61	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 07	0.93	7.8	17.7	348	-9999.9	-9999.9	0.64	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 08	0.92	8.4	17.7	347	-9999.9	-9999.9	0.67	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 09	0.94	8.8	17.7	347	-9999.9	-9999.9	0.7	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 10	0.94	9.0	17.7	347	-9999.9	-9999.9	0.73	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 11	0.94	9.3	17.7	347	-9999.9	-9999.9	0.75	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 12	0.91	9.7	17.7	347	-9999.9	-9999.9	0.76	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 13	0.89	10.3	17.7	347	-9999.9	-9999.9	0.76	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 14	0.87	10.8	17.7	347	-9999.9	-9999.9	0.76	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 15	0.85	11.3	17.7	347	-9999.9	-9999.9	0.75	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 16	0.84	11.6	16.1	348	-9999.9	-9999.9	0.75	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 17	0.83	11.8	16.1	348	-9999.9	-9999.9	0.75	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 18	0.82	11.9	16.1	348	-9999.9	-9999.9	0.74	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 19	0.8	12.0	16.1	348	-9999.9	-9999.9	0.73	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 20	0.78	12.1	16.1	348	-9999.9	-9999.9	0.72	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 21	0.77	11.8	16.1	348	-9999.9	-9999.9	0.71	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 22	0.81	8.9	16.1	345	-9999.9	-9999.9	0.7	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 20 23	0.92	7.4	16.1	344	-9999.9	-9999.9	0.7	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 00	0.97	7.7	16.1	345	-9999.9	-9999.9	0.7	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 01	0.96	7.9	16.1	346	-9999.9	-9999.9	0.7	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 02	0.92	8.4	16.1	346	-9999.9	-9999.9	0.7	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 03	0.88	8.8	16.1	346	-9999.9	-9999.9	0.7	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 04	0.85	9.2	14.7	345	-9999.9	-9999.9	0.69	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 05	0.82	9.2	14.7	345	-9999.9	-9999.9	0.68	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 06	0.8	9.3	14.7	345	-9999.9	-9999.9	0.67	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 07	0.78	9.7	14.7	346	-9999.9	-9999.9	0.66	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 08	0.77	10.2	14.7	346	-9999.9	-9999.9	0.66	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 09	0.77	10.5	14.7	346	-9999.9	-9999.9	0.67	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 10	0.79	10.4	14.7	347	-9999.9	-9999.9	0.7	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 11	0.82	10.2	14.7	347	-9999.9	-9999.9	0.73	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 12	0.85	10.4	14.7	347	-9999.9	-9999.9	0.78	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 13	0.88	11.7	14.7	348	-9999.9	-9999.9	0.81	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 14	0.96	8.5	14.7	346	-9999.9	-9999.9	0.85	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 15	1.42	5.7	14.7	346	-9999.9	-9999.9	0.89	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 16	1.37	7.8	14.7	348	-9999.9	-9999.9	0.91	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 17	1.27	8.8	13.3	347	-9999.9	-9999.9	0.96	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 18	1.45	7.4	13.3	344	-9999.9	-9999.9	1.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 19	1.58	6.7	13.3	344	-9999.9	-9999.9	1.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 20	1.47	10.3	13.3	347	-9999.9	-9999.9	1.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 21	1.57	11.2	14.7	348	-9999.9	-9999.9	1.43	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 22	2.22	10.1	14.7	348	-9999.9	-9999.9	2.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 21 23	3.6	7.9	16.1	346	-9999.9	-9999.9	3.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 00	4.52	8.2	16.1	348	-9999.9	-9999.9	3.79	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 01	4.67	9.0	17.7	348	-9999.9	-9999.9	3.91	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 02	4.48	8.3	17.7	347	-9999.9	-9999.9	3.71	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 03	4.03	8.2	17.7	347	-9999.9	-9999.9	3.38	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 04	3.52	8.4	16.1	347	-9999.9	-9999.9	3.0	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 05	3.04	8.7	16.1	348	-9999.9	-9999.9	2.63	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 06	2.61	9.7	16.1	349	-9999.9	-9999.9	2.31	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 07	2.28	11.2	16.1	349	-9999.9	-9999.9	2.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 08	2.06	11.9	16.1	350	-9999.9	-9999.9	1.84	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 09	1.93	11.8	14.7	350	-9999.9	-9999.9	1.71	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 10	1.85	11.7	14.7	350	-9999.9	-9999.9	1.63	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 11	1.78	11.6	14.7	350	-9999.9	-9999.9	1.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 12	1.73	11.7	19.5	350	-9999.9	-9999.9	1.52	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 13	1.68	11.7	21.5	350	-9999.9	-9999.9	1.48	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 14	1.86	8.5	19.5	346	-9999.9	-9999.9	1.52	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 15	2.53	6.0	11.0	341	-9999.9	-9999.9	1.8	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 16	2.7	6.1	12.1	342	-9999.9	-9999.9	1.98	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 17	2.61	6.6	12.1	344	-9999.9	-9999.9	2.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 18	2.57	6.6	12.1	344	-9999.9	-9999.9	1.99	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 19	2.42	6.8	12.1	345	-9999.9	-9999.9	1.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 20	2.21	7.4	12.1	346	-9999.9	-9999.9	1.78	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 21	2.08	7.5	12.1	345	-9999.9	-9999.9	1.67	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 22	1.98	7.5	13.3	346	-9999.9	-9999.9	1.59	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 22 23	1.92	7.4	13.3	345	-9999.9	-9999.9	1.54	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 00	1.82	8.8	17.7	348	-9999.9	-9999.9	1.5	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 01	1.74	10.3	17.7	349	-9999.9	-9999.9	1.45	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 02	1.68	10.5	17.7	349	-9999.9	-9999.9	1.41	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 03	1.64	10.5	17.7	350	-9999.9	-9999.9	1.38	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 04	1.61	10.5	14.7	350	-9999.9	-9999.9	1.35	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 05	1.6	10.4	14.7	350	-9999.9	-9999.9	1.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 06	1.58	10.4	14.7	350	-9999.9	-9999.9	1.32	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 07	1.55	10.5	14.7	350	-9999.9	-9999.9	1.3	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 08	1.52	10.5	14.7	350	-9999.9	-9999.9	1.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 09	1.49	10.5	14.7	351	-9999.9	-9999.9	1.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 10	1.45	10.5	14.7	351	-9999.9	-9999.9	1.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 11	1.41	10.5	14.7	351	-9999.9	-9999.9	1.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 12	1.36	10.4	14.7	351	-9999.9	-9999.9	1.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 13	1.33	10.4	13.3	351	-9999.9	-9999.9	1.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 14	1.29	10.4	13.3	351	-9999.9	-9999.9	1.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 15	1.25	10.3	13.3	351	-9999.9	-9999.9	1.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 16	1.22	10.2	13.3	351	-9999.9	-9999.9	1.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 17	1.18	10.2	13.3	351	-9999.9	-9999.9	0.97	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 18	1.15	10.1	13.3	351	-9999.9	-9999.9	0.94	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 19	1.12	10.0	13.3	351	-9999.9	-9999.9	0.91	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 20	1.09	9.9	13.3	351	-9999.9	-9999.9	0.88	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 21	1.06	9.8	13.3	351	-9999.9	-9999.9	0.85	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 22	1.03	9.8	13.3	351	-9999.9	-9999.9	0.82	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 23 23	1.01	9.8	14.7	350	-9999.9	-9999.9	0.81	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 00	1.0	9.8	14.7	350	-9999.9	-9999.9	0.8	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 01	0.99	9.9	13.3	350	-9999.9	-9999.9	0.8	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 02	0.97	9.9	13.3	350	-9999.9	-9999.9	0.79	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 03	0.94	9.9	13.3	350	-9999.9	-9999.9	0.78	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 04	0.92	10.0	13.3	349	-9999.9	-9999.9	0.76	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 05	0.89	10.0	13.3	349	-9999.9	-9999.9	0.74	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 06	0.86	10.1	13.3	349	-9999.9	-9999.9	0.72	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 07	0.84	10.2	13.3	349	-9999.9	-9999.9	0.7	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 08	0.81	10.2	13.3	349	-9999.9	-9999.9	0.68	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 09	0.79	10.2	13.3	348	-9999.9	-9999.9	0.67	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 10	0.78	10.1	13.3	348	-9999.9	-9999.9	0.67	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 11	0.78	9.7	13.3	347	-9999.9	-9999.9	0.67	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 12	0.77	10.0	12.1	347	-9999.9	-9999.9	0.67	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 13	0.77	10.0	12.1	347	-9999.9	-9999.9	0.67	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 14	0.76	9.9	12.1	347	-9999.9	-9999.9	0.66	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 15	0.74	9.8	12.1	347	-9999.9	-9999.9	0.64	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 16	0.72	9.9	12.1	347	-9999.9	-9999.9	0.63	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 17	0.71	10.0	12.1	347	-9999.9	-9999.9	0.62	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 18	0.7	10.0	12.1	347	-9999.9	-9999.9	0.61	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 19	0.69	10.3	12.1	348	-9999.9	-9999.9	0.6	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 20	0.68	10.4	12.1	348	-9999.9	-9999.9	0.59	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 21	0.69	10.6	12.1	349	-9999.9	-9999.9	0.6	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 22	0.71	11.0	12.1	349	-9999.9	-9999.9	0.62	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 24 23	0.74	11.5	12.1	349	-9999.9	-9999.9	0.66	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 00	0.8	12.3	17.7	350	-9999.9	-9999.9	0.73	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 01	0.88	13.1	17.7	351	-9999.9	-9999.9	0.82	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 02	0.97	13.8	17.7	351	-9999.9	-9999.9	0.92	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 03	1.07	14.3	17.7	352	-9999.9	-9999.9	1.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 04	1.15	14.4	17.7	352	-9999.9	-9999.9	1.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 05	1.22	14.3	17.7	352	-9999.9	-9999.9	1.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 06	1.25	14.0	16.1	352	-9999.9	-9999.9	1.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 07	1.23	13.7	16.1	352	-9999.9	-9999.9	1.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 08	1.2	13.0	14.7	352	-9999.9	-9999.9	1.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 09	1.15	12.3	14.7	352	-9999.9	-9999.9	1.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 10	1.08	11.8	14.7	352	-9999.9	-9999.9	1.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 11	1.03	11.2	14.7	352	-9999.9	-9999.9	0.95	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 12	0.98	10.5	14.7	353	-9999.9	-9999.9	0.89	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 13	0.93	10.3	13.3	353	-9999.9	-9999.9	0.83	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 14	0.89	9.9	13.3	353	-9999.9	-9999.9	0.77	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 15	0.84	9.7	13.3	353	-9999.9	-9999.9	0.73	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 16	0.8	9.6	13.3	353	-9999.9	-9999.9	0.68	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 17	0.77	9.4	13.3	353	-9999.9	-9999.9	0.64	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 18	0.74	9.3	13.3	353	-9999.9	-9999.9	0.61	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 19	0.71	9.2	13.3	353	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 20	0.67	9.1	12.1	352	-9999.9	-9999.9	0.54	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 21	0.64	9.1	12.1	351	-9999.9	-9999.9	0.51	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 22	0.61	9.1	12.1	350	-9999.9	-9999.9	0.49	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 25 23	0.59	9.0	12.1	349	-9999.9	-9999.9	0.46	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 00	0.56	8.9	12.1	349	-9999.9	-9999.9	0.44	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 01	0.54	8.9	12.1	348	-9999.9	-9999.9	0.41	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 02	0.52	8.5	12.1	348	-9999.9	-9999.9	0.39	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 03	0.57	6.6	12.1	345	-9999.9	-9999.9	0.34	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 04	0.88	5.8	6.8	345	-9999.9	-9999.9	0.34	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 05	1.01	5.7	7.5	348	-9999.9	-9999.9	0.32	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 06	0.91	5.8	7.5	349	-9999.9	-9999.9	0.3	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 07	0.8	5.8	7.5	349	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 08	0.72	5.9	7.5	348	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 09	0.7	6.3	10.0	346	-9999.9	-9999.9	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 10	0.7	6.8	11.0	345	-9999.9	-9999.9	0.39	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 11	0.66	7.1	11.0	344	-9999.9	-9999.9	0.39	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 12	0.59	7.0	11.0	344	-9999.9	-9999.9	0.34	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 13	0.52	6.7	11.0	343	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 14	0.46	6.5	11.0	343	-9999.9	-9999.9	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 15	0.43	6.5	12.1	343	-9999.9	-9999.9	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 16	0.41	6.6	12.1	343	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 17	0.41	6.9	12.1	343	-9999.9	-9999.9	0.27	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 18	0.41	7.2	12.1	343	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 19	0.42	7.6	12.1	344	-9999.9	-9999.9	0.31	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 20	0.42	8.0	12.1	344	-9999.9	-9999.9	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 21	0.43	8.3	13.3	344	-9999.9	-9999.9	0.35	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 22	0.44	8.7	13.3	344	-9999.9	-9999.9	0.36	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 26 23	0.45	9.2	13.3	344	-9999.9	-9999.9	0.38	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 27 00	0.47	9.7	13.3	345	-9999.9	-9999.9	0.41	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 27 01	0.49	10.4	13.3	345	-9999.9	-9999.9	0.44	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 27 02	0.51	10.9	13.3	345	-9999.9	-9999.9	0.46	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 27 03	0.53	11.3	13.3	346	-9999.9	-9999.9	0.49	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2019 12 27 04	0.56	11.7	13.3	347	-9999.9	-9999.9	0.52	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
